ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,"Any process that modulates the frequency, rate or extent of epithelial cell differentiation. [GOC:mah]",20/926,101/12583,0.19801980198019803,2.690802557577572,4.808376095130816,3.875549565780247e-5,0.0014071298059710204,0.0011076673975149991,CD109/CEBPB/SERPINE1/VEGFA/CLDN5/CTNNB1/ZEB2/SPRY2/ZFP36L1/IL1B/JAG1/BTG1/SPRED2/MAFF/S1PR2/EXTL3/VDR/ZFP36/MAFG/RPTOR,20
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE,"The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus. [GOC:dph, ISBN:0582064333]",14/926,56/12583,0.25,3.3971382289416847,5.066995146556733,3.876046204469667e-5,0.0014071298059710204,0.0011076673975149991,BCAR3/CTNNB1/ZEB2/VIM/SPRY2/SMAD3/HIPK2/SKI/SKIL/KDM5B/SPRED2/ATF4/TGFB1/BFSP1,14
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,"Any process that modulates the frequency, rate or extent of alpha-beta T cell activation. [GOC:ai]",21/926,110/12583,0.19090909090909092,2.594178283919105,4.732980397498754,4.428836691901694e-5,0.0015975041067519762,0.001257526639643882,PNP/NLRP3/LGALS3/SMAD7/RIPK2/RUNX1/EP300/SH3RF1/CD86/RUNX3/CD83/SHB/MALT1/LGALS1/OPA1/BCL6/PRDM1/CD69/HLA-DRB1/ZC3H12A/ANXA1,21
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,"The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]",19/926,94/12583,0.20212765957446807,2.746622397867745,4.790557470221243,4.469593726292337e-5,0.0016003641533062786,0.0012597780171004127,PLPP3/SERPINE1/CD63/FN1/TIMP1/PLEK/ADAM9/ITGAX/ITGA5/ITGB8/NEDD9/ITGAV/SRC/VAV3/LAT/ITGB1/LIMS1/PLAU/CUL3,19
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered. [GOC:go_curators, GOC:mtg_apoptosis]",20/926,102/12583,0.19607843137254902,2.664422140346419,4.756919631154775,4.493647347119105e-5,0.0016003641533062786,0.0012597780171004127,BCL2A1/CDKN1A/PIK3R1/DDIT4/HIC1/CD44/HIPK2/IER3/SKIL/CRIP1/EP300/ZNF385A/MCL1/BID/SNAI1/TPT1/MYC/MOAP1/CCAR2/CLU,20
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,"Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",36/926,244/12583,0.14754098360655737,2.0048684629819777,4.467361355139412,4.590320578139709e-5,0.0016245115656095687,0.0012787864278591128,CCL2/MAP3K8/PNP/NLRP3/FOXO3/HAVCR2/CD44/NR4A3/ICOSLG/ZMIZ1/IL1B/RIPK2/RUNX1/EP300/CYRIB/CD86/RUNX3/HLA-G/CD83/IL1RL2/SHB/NFAT5/MALT1/EGR3/LGALS1/PHF10/SRC/OPA1/TGFB1/ABL2/IRAK1/BCL6/ADAM8/IL4I1/HLA-DRB1/ANXA1,36
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,"Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process. [GOC:add]",56/926,444/12583,0.12612612612612611,1.7138715389255343,4.316254383898325,4.709818721875305e-5,0.0016422597313440134,0.0012927574662567898,CCL2/PPARG/MAFB/CEBPB/CD22/TNFRSF21/IL10/HMOX1/CTNNB1/THBS1/FN1/AHR/SOCS6/SDC4/PIK3R1/LGALS3/HAVCR2/TRIB1/NRARP/LAPTM5/SMAD7/RIOK3/ID2/RUNX1/ELF1/GPNMB/EZR/CSNK1A1/PRNP/CUL4A/CD86/RABGEF1/RUNX3/UBASH3B/HMGB3/HLA-G/SLA2/SAMSN1/NECTIN2/TRIM11/LGALS1/YTHDF3/MYC/SRC/ZBTB46/TGFB1/MARCHF5/BCL6/CD68/FURIN/SPI1/IL4I1/CD69/HLA-DRB1/ZC3H12A/ANXA1,56
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,"The directed movement of an amino acid from outside of a cell, across the plasma membrane and into the cytosol. [GOC:krc, PMID:8195186]",10/926,31/12583,0.3225806451612903,4.383404166376367,5.31575794458009,4.7227702529901956e-5,0.0016422597313440134,0.0012927574662567898,SLC7A5/SLC43A2/SLC7A11/SLC6A6/NTSR1/PER2/SLC1A3/ITGB1/SLC1A2/CLN8,10
GOBP_CHOLESTEROL_STORAGE,"The accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. [GOC:BHF, GOC:dph, GOC:tb]",8/926,20/12583,0.4,5.435421166306696,5.594871522985203,4.728026950021862e-5,0.0016422597313440134,0.0012927574662567898,PPARG/PPARD/ABCA1/EHD1/NPC1/NPC2/ABCG1/STARD4,8
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,"Any process that activates or increases the frequency, rate, or extent of leukocyte migration. [GOC:add]",22/926,119/12583,0.18487394957983194,2.5121694466123388,4.671239718378058,4.910209632556335e-5,0.001695076662723589,0.0013343340092862165,CCL2/CSF1/SERPINE1/VEGFA/THBS1/PIK3R1/LGMN/LGALS3/C5AR1/IL1R1/CXCL8/CD99/NEDD9/P2RX4/RAC1/CCR1/GAS6/IL6R/TGFB1/ABL2/ADAM8/SPI1,22
GOBP_LIPID_LOCALIZATION,"Any process in which a lipid is transported to, or maintained in, a specific location. [GOC:BHF, GOC:dph, GOC:tb]",43/926,313/12583,0.13738019169329074,1.8667980044024592,4.376780085593677,5.0277861078515694e-5,0.0017250824651756575,0.0013579540399126704,PPARG/FABP5/NKX3-1/THBS1/PPARD/OSBP2/PTGES/PLIN2/ABCA1/EEPD1/IL1B/EHD1/CHKA/ACSL3/SLCO4A1/NPC1/VAPA/RETN/NTSR1/ITGAV/KDM5B/P2RX4/SLCO2B1/NPC2/BLTP3B/TPCN2/DENND5B/PNPLA8/PITPNA/ATP9B/PITPNB/CLN8/ATP10A/ARL8B/ANXA2/ABCG1/FURIN/STARD4/KCNN4/CLU/NUS1/ZC3H12A/ANXA1,43
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,"Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions. [GOC:jid]",40/926,284/12583,0.14084507042253522,1.9138806923615126,4.39036580202838,5.209667619011198e-5,0.0017766545267985459,0.00139855064375114,HIF1A/MAFB/CEBPB/VEGFA/IL10/CTNNB1/MTHFD1L/FGFR1/SPRY2/INSIG1/SMAD3/ZFP36L1/PHLDA2/CXCL8/NR4A3/HIPK2/PDGFA/ID2/ADM/EPAS1/RAC1/TBC1D23/ENG/RARG/ATF4/CHD7/SNAI1/HOXA5/NDST1/KDM2B/WHRN/MAP2K1/MYC/RBPJ/DNAJB6/RUNX2/TGFB1/ASB2/PRDM1/SOCS3,40
GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS,"Any process that modulates the frequency, rate or extent of miRNA metabolic process. [GOC:dph]",16/926,72/12583,0.2222222222222222,3.019678425725942,4.843835636866889,5.31248978465876e-5,0.0018008060251972799,0.0014175622710110376,PPARG/HIF1A/VEGFA/IL10/FOSL1/FOXO3/PPARD/NCOR2/SMAD3/MALAT1/MYC/NR3C1/TGFB1/NEAT1/SPI1/ZC3H12A,16
GOBP_REGULATION_OF_CHEMOTAXIS,"Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient. [GOC:ai]",26/926,155/12583,0.16774193548387098,2.279370166515711,4.516982225101542,6.034108157705311e-5,0.002033169257689089,0.0016004744486368704,CCL2/CSF1/MET/GPR183/SERPINE1/NINJ1/VEGFA/THBS1/FGFR1/LGMN/SEMA3F/C5AR1/CXCR4/SMAD3/CXCL8/CYRIB/NEDD9/P2RX4/RAC1/YTHDF1/MPP1/CCR1/GAS6/IL6R/TGFB1/SPI1,26
GOCC_ACTIN_BASED_CELL_PROJECTION,"A cell projection supported by an assembly of actin filaments, and which lacks microtubules. [PMID:15661519]",27/926,164/12583,0.16463414634146342,2.237139809303061,4.494530460404255,6.127477786180208e-5,0.002052340327549764,0.0016155655716946318,RAPH1/DOCK4/ARF6/CTNNB1/SLC7A5/TUBB3/EPHB1/ARL4C/MYO10/CD44/SLC7A11/SLC6A6/PDGFA/VIL1/HOMER2/EZR/TM4SF19/ITGAV/SLC4A7/HLA-G/WHRN/MPP1/FGF13/B4GALT1/ITGB1/TGFB1/FSCN1,27
GOCC_CELL_LEADING_EDGE,The area of a motile cell closest to the direction of movement. [GOC:pg],47/926,356/12583,0.13202247191011235,1.7939943456208896,4.283210199825462,6.250870994113583e-5,0.002081281129223499,0.001638347252770474,RAPH1/TNFRSF12A/ARF6/CTNNB1/SNX9/SH3BGRL3/TUBB3/MYO9B/PLEK/VIM/SPRY2/MTSS1/MYO10/CXCR4/APBB2/CD44/ITGA5/SSH1/VIL1/PDE4A/AAK1/CDC42BPG/EZR/SH3RF1/NEDD9/ITGAV/RAC1/DPYSL3/S100A6/ATF4/RASA1/SAMSN1/RAB22A/PDLIM7/SRC/KCNC3/MKLN1/PXN/ITGB1/ARF1/RAB5A/SLC1A2/FLOT1/PARVB/NRBP1/FSCN1/KCNN4,47
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism. [GOC:mah]",32/926,210/12583,0.1523809523809524,2.070636634783503,4.409620108270258,6.377730948666683e-5,0.002111028944008672,0.001661764200123183,CCL2/CEBPB/SERPINE1/IL10/IRAK2/NLRP3/SLC7A5/AHR/PPARD/VIM/CLEC7A/LITAF/HAVCR2/ABCA1/TRIB1/CXCL8/ADAM9/IL1B/PDE4B/RIPK2/ARID5A/CYRIB/CD86/FCAR/MALT1/EIF2AK3/ZFP36/IRAK1/CD68/SPI1/DDIT3/ZC3H12A,32
GOBP_NEGATIVE_REGULATION_OF_COAGULATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation. [GOC:ai]",10/926,32/12583,0.3125,4.246422786177106,5.1823630938452885,6.420082139494935e-5,0.0021126200116338006,0.0016630166600796977,THBD/SERPINE1/PLAUR/THBS1/TFPI/CD9/PDGFA/UBASH3B/ANXA2/PLAU,10
GOBP_GASTRULATION,"A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm. [GOC:curators, ISBN:9780878933846]",23/926,130/12583,0.17692307692307693,2.4041285927894998,4.535534771262433,6.820246716828627e-5,0.0022312516439299233,0.0017564013576753287,PLPP3/IL10/CTNNB1/FN1/FGFR1/IL1RN/SMAD3/DUSP4/NR4A3/ITGA5/ETS2/POFUT2/LAMB3/DUSP5/KDM6B/ITGAV/DUSP2/SNAI1/MAP2K1/TGIF1/MAPK7/ITGB1/CUL3,23
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,"The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]",38/926,268/12583,0.1417910447761194,1.9267351149221492,4.322079426780881,6.8845665141254e-5,0.0022392749002880705,0.0017627171214748823,RGCC/PPARG/CD109/CLDN5/THBS1/ZEB2/SPRY2/ZFYVE9/SMAD3/FAM83G/ADAM9/HIPK2/SMAD7/ZMIZ1/SKI/ID1/SKIL/SMURF1/ITGB8/EP300/SPRED2/ENG/UBE2D3/PCSK6/TGIF1/SRC/PALM2AKAP2/RBPJ/PXN/ITGB1/RUNX2/TOB1/TGFB1/PMEPA1/FURIN/SPI1/ACVR1B/ZBTB7A,38
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING,"Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury. [GOC:dph]",12/926,45/12583,0.26666666666666666,3.6236141108711304,4.969114656712605,6.963449429843505e-5,0.0022519155138924943,0.0017726675862541725,CD109/THBD/SERPINE1/PLAUR/THBS1/TFPI/CD9/SMAD3/PDGFA/UBASH3B/ANXA2/PLAU,12
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus. [GOC:mah]",59/926,482/12583,0.12240663900414937,1.6633290913490406,4.185321925551075,7.032725589254266e-5,0.0022585729553828817,0.0017779082050360887,PPARG/BCAR3/CTSL/ATP2B1/SGK1/DHRS3/NKX3-1/PID1/MN1/GPRIN3/FOXO3/PPARD/PIK3R1/TFPI/NCOR2/INSIG1/DDIT4/TOP1/ZFP36L1/EIF4E/NR4A3/ZMIZ1/IL1B/NR4A1/DENND4C/NPC1/EP300/ARID5A/ABHD2/FBP1/CTSD/RAC1/SYAP1/CNOT1/RAB31/FFAR3/RARG/TGIF1/SRC/NR3C1/PXN/SCNN1A/KBTBD2/PTPRE/VDR/CSF2RA/ALAS1/ZFP36/USP8/TGFB1/PTPN1/KDM3A/NAMPT/PTGER2/PMEPA1/SOCS3/ZBTB7A/CUL3/ANXA1,59
GOBP_RESPONSE_TO_STEROID_HORMONE,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus. [GOC:go_curators]",36/926,249/12583,0.14457831325301204,1.9646100601108536,4.33297740144364,7.064312069439971e-5,0.0022585729553828817,0.0017779082050360887,SGK1/AREG/NKX3-1/FOSL2/IL10/THBS1/FOXO3/PPARD/TFPI/NCOR2/DDIT4/IL1RN/ZFP36L1/EIF4E/NR4A3/ADAM9/ZMIZ1/NPC1/EP300/ABHD2/SH3RF1/CNOT1/MAP2K1/SRC/NR3C1/SCNN1A/VDR/ZFP36/USP8/JUND/TGFB1/KDM3A/PTGER2/PMEPA1/ZBTB7A/ANXA1,36
GOBP_GLAND_DEVELOPMENT,"The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion. [GOC:jid]",40/926,288/12583,0.1388888888888889,1.8872990160787138,4.29327702933137,7.144483534247247e-5,0.0022593497493819457,0.0017785196833685758,JARID2/HIF1A/CSF1/MET/MAFB/CEBPB/AREG/NKX3-1/VEGFA/ARF6/IL10/CTNNB1/SLC7A5/FGFR1/NCOR2/SMAD3/HIPK2/PDGFA/CRIP1/ID2/NPC1/EZR/RREB1/KDM5B/RARG/HOXA5/TG/MAP2K1/SRC/ARHGAP5/NR3C1/RBPJ/VDR/TGFB1/GUCD1/PLXNA1/USF2/TUBB1/BRAF/CUL3,40
GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS,"The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis). [CL:0000115, GOC:BHF]",8/926,21/12583,0.38095238095238093,5.176591586958757,5.398700035235665,7.147045590723055e-5,0.0022593497493819457,0.0017785196833685758,MET/VEGFA/THBS1/FGFR1/LGMN/NR4A1/P2RX4/EGR3,8
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS,"Any process that activates or increases the frequency, rate or extent of miRNA metabolic process. [GOC:dph]",13/926,52/12583,0.25,3.3971382289416847,4.881899338746434,7.28973438818535e-5,0.0022915829833697744,0.001803893108231929,PPARG/HIF1A/IL10/FOSL1/FOXO3/SMAD3/MALAT1/MYC/NR3C1/TGFB1/NEAT1/SPI1/ZC3H12A,13
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin. [GOC:mah]",29/926,184/12583,0.15760869565217392,2.1416741008545404,4.396880538062778,7.507041154376147e-5,0.0023467844764263656,0.0018473467355330311,CCL2/CEBPB/SERPINE1/IL10/IRAK2/NLRP3/SLC7A5/AHR/PPARD/VIM/LITAF/HAVCR2/ABCA1/TRIB1/CXCL8/ADAM9/IL1B/PDE4B/RIPK2/ARID5A/CYRIB/CD86/FCAR/MALT1/ZFP36/IRAK1/CD68/SPI1/ZC3H12A,29
GOBP_REGULATION_OF_LIPID_LOCALIZATION,"Any process that modulates the frequency, rate or extent of lipid localization. [GO_REF:0000058, GOC:TermGenie, PMID:17564681]",21/926,114/12583,0.18421052631578946,2.503154484483346,4.543883265160566,7.638889167586048e-5,0.002374808251160591,0.0018694065494156494,PPARG/NKX3-1/THBS1/PPARD/PTGES/PLIN2/ABCA1/EEPD1/IL1B/EHD1/RETN/NTSR1/ITGAV/KDM5B/P2RX4/DENND5B/ANXA2/ABCG1/FURIN/NUS1/ZC3H12A,21
GOBP_REGULATION_OF_PROTEOLYSIS,"Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein. [GOC:mah]",44/926,329/12583,0.1337386018237082,1.817314067762117,4.233844669371114,7.855107258488068e-5,0.0024233721404731813,0.0019076351738537215,SERPINE1/S100A10/PLAUR/IL10/ASPH/THBS1/HAMP/SNX9/TIMP1/GAPDH/GNA12/TRIB1/ADAM9/LAPTM5/HIPK2/SMAD7/IL1B/SH3RF3/PLK3/SMURF1/RUNX1/MELTF/SH3RF1/CSNK1A1/PRNP/ZFAND2A/TIMP2/DNAJC1/RYBP/RHOBTB3/SRC/RPS7/DDA1/PTPN1/CCAR2/CLN8/PSMD14/ANXA2/LDLRAD3/FURIN/ADAM8/RPL23/CLU/PLAU,44
GOBP_FACE_DEVELOPMENT,The biological process whose specific outcome is the progression of a face from an initial condition to its mature state. The face is the ventral division of the head. [GOC:dph],11/926,39/12583,0.28205128205128205,3.8326687711136955,4.993407520946172,7.967357404999438e-5,0.0024233721404731813,0.0019076351738537215,CLDN5/ASPH/CSRNP1/SKI/EP300/RARG/CHD7/ANKRD11/MAP2K1/TGFB1/BRAF,11
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,"The formation of the ectoderm, mesoderm and endoderm during gastrulation. [GOC:go_curators]",17/926,82/12583,0.2073170731707317,2.8171390191223726,4.65274914672905,7.967368864182308e-5,0.0024233721404731813,0.0019076351738537215,CTNNB1/FN1/FGFR1/SMAD3/DUSP4/NR4A3/ITGA5/ETS2/POFUT2/LAMB3/DUSP5/KDM6B/ITGAV/DUSP2/SNAI1/MAP2K1/ITGB1,17
GOBP_KERATINOCYTE_DIFFERENTIATION,"The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte. [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]",17/926,82/12583,0.2073170731707317,2.8171390191223726,4.65274914672905,7.967368864182308e-5,0.0024233721404731813,0.0019076351738537215,CD109/FLNB/MAFB/FOSL2/CDKN1A/ZFP36L1/EREG/ADAM9/JAG1/TGM3/PLEC/MAP2K1/RBPJ/EXTL3/VDR/ZFP36/ANXA1,17
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,"Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction. [GOC:ai]",24/926,140/12583,0.17142857142857143,2.329466214131441,4.458263238393121,8.045391486905032e-5,0.002433947198753474,0.0019159596704525397,HBEGF/NKX3-1/VEGFA/PIK3R5/THBS1/FN1/PPARD/FGFR1/SPRY2/OSM/IL1R1/IL1B/PDGFA/P2RX4/FLT1/RAC1/ENG/SRC/VAV3/ITGB1/EXTL3/GAS6/TGFB1/ADAM8,24
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]",42/926,310/12583,0.13548387096774195,1.8410297498780746,4.2257497434764,8.448920451186692e-5,0.0025423569721298137,0.0020012979036641487,MET/IL10/HMOX1/SLC7A5/TIMP1/NOCT/DDIT4/SMAD3/EIF4E/TAB2/HIPK2/IL1B/IER3/MAPKAPK2/NPC1/PPP2CA/EP300/ARID5A/FBP1/MCL1/USP36/EIF4G2/TIMP2/RYBP/YBX3/DHX34/RIC1/IGF2BP2/RBM47/YBX1/TRAF3IP2/RPS7/ZFP36/USP8/TOB1/CCAR2/ANXA2/RPTOR/FURIN/RPL23/HNRNPA0/STK38L,42
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT,"Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation. [PMID:15132736]",20/926,107/12583,0.18691588785046728,2.539916432853596,4.5085645798100025,9.100347493976912e-5,0.002723811454713196,0.002144135624560742,HIF1A/ATP2B1/ANKH/CEBPB/FAM20C/FOSL2/FGFR1/FAM20A/SRGN/KLF10/SMAD3/ATF4/CCR1/EIF2AK3/RUNX2/VDR/GAS6/TGFB1/TMEM38B/SBDS,20
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,"A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts. [GOC:cc, PMID:31257129]",27/926,168/12583,0.16071428571428573,2.183874575748226,4.3538544702076125,9.365940271795854e-5,0.0027884733285394323,0.00219503629427552,CTSL/FN1/GAPDH/CXCR4/VPS37B/CXCL8/ITGA5/NPC1/VAPA/TREM1/CD86/ITGAV/ANPEP/CHMP4B/TPCN2/NECTIN2/TRIM11/HAVCR1/LGALS1/SRC/ITGB1/GAS6/ARL8B/FURIN/ZNF502/HLA-DRB1/PC,27
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,"Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. [GOC:ai]",41/926,302/12583,0.1357615894039735,1.844803541544491,4.188217886084295,9.766109181690016e-5,0.002892049384535263,0.0022765695116822816,PPARG/MAP3K8/CEBPB/SERPINE1/NINJ1/IL10/NLRP3/AHR/PPARD/PTGES/OSM/SMAD3/IL1R1/SPHK1/IL1B/MGLL/IER3/ELF4/LGALS2/MAPK13/SLC39A8/RABGEF1/ABHD12/FFAR3/ADORA2B/IL1RL2/LGALS1/SRC/METRNL/SPATA2/MAPK7/EXTL3/TGFB1/NEAT1/BCL6/FURIN/ADAM8/PSMA6/SOCS3/HLA-DRB1/ANXA1,41
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,"Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis. [GOC:BHF]",6/926,12/12583,0.5,6.794276457883369,5.659679754208097,9.81662399939995e-5,0.002892049384535263,0.0022765695116822816,MET/VEGFA/THBS1/FGFR1/LGMN/P2RX4,6
GOBP_REGULATION_OF_FIBRINOLYSIS,"Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots. [GOC:ai]",5/926,8/12583,0.625,8.492845572354211,5.974818458644429,9.91041410231004e-5,0.0029044739663384687,0.002286349920094334,THBD/SERPINE1/PLAUR/THBS1/PLAU,5
