p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.9362860112046825e-43,2.755142666515748,0.199,0.035,5.5102343286267074e-39,9,SYNJ2
7.428395862739671e-43,5.18327443762799,0.046,0.002,1.3940127676017267e-38,9,MET
9.75861209643503e-43,1.9994611419225246,0.322,0.082,1.8313011460169976e-38,9,TAMALIN
1.3220256615179066e-42,2.016086688792287,0.414,0.132,2.4809133564045034e-38,9,ATP13A3
1.6262783933167283e-42,1.5941992315950277,0.701,0.378,3.0518740328981725e-38,9,IRF2BP2
3.7064414976579905e-42,3.0120260956590856,0.149,0.021,6.955508114504985e-38,9,NRIP3
5.5246547841381854e-42,3.41823718559261,0.126,0.016,1.036756716791372e-37,9,ANKH
3.0873169818692884e-41,1.3865639489482686,0.732,0.403,5.793659048175906e-37,9,UPP1
3.757832485486231e-41,2.8563569172718912,0.142,0.019,7.051948442263461e-37,9,IFITM10
5.313709462955812e-41,2.297441872088845,0.375,0.114,9.971707178182878e-37,9,CXCL2
3.2323242473138133e-40,1.4687111553030638,0.778,0.463,6.065779682509101e-36,9,MAFB
5.575651832013354e-40,1.1480411438161346,0.927,0.649,1.046326822795626e-35,9,CEBPB
1.1184976637331792e-38,2.3099848066086035,0.245,0.056,2.098972715761684e-34,9,GPR183
1.273346216223671e-38,2.3337359914186924,0.33,0.096,2.389561509365341e-34,9,DOCK4
1.4259999618736006e-38,2.2305721747921208,0.245,0.056,2.676031528451999e-34,9,FAM20C
4.77536337692696e-38,1.8144103897336255,0.467,0.175,8.961446913141132e-34,9,DSE
4.98811282787822e-38,1.850115512875064,0.475,0.182,9.360692532796266e-34,9,BHLHE40
1.2864264777832703e-36,6.374585145012341,0.019,0,2.414107928208085e-32,9,LINC01705
1.303188045358931e-36,1.5838093572905545,0.609,0.292,2.44556268592057e-32,9,SGK1
2.7949298791239616e-36,3.377496745480779,0.111,0.014,5.244965411164027e-32,9,SERPINE1
3.4707692187239556e-36,2.969571936277989,0.138,0.021,6.513245515857375e-32,9,DHRS3
4.566433217995226e-36,3.378318895966946,0.149,0.024,8.569368576889842e-32,9,AREG
1.9371635590541124e-35,2.6760363411549317,0.161,0.028,3.6352811349209475e-31,9,CD22
3.8747898875937974e-35,0.7117883093500259,0.996,0.966,7.27143070305852e-31,9,S100A10
1.8778346105055536e-34,5.036901974115958,0.031,0.001,3.523944430074722e-30,9,NKX3-1
8.908591601286663e-33,3.103782729470613,0.119,0.017,1.6717862998974552e-28,9,TNFRSF21
1.1194402567951439e-32,3.3592480128451303,0.119,0.017,2.100741585901767e-28,9,TPST1
1.2462626588009084e-32,3.75718348240559,0.077,0.007,2.338736505505785e-28,9,TMEM158
1.5290618203743482e-32,1.2365481616089948,0.801,0.573,2.8694374121145017e-28,9,IFNGR2
1.5852167023956005e-32,1.3660324392193488,0.72,0.443,2.9748176637155837e-28,9,BCL2A1
1.606646053269374e-32,1.6197649244611387,0.517,0.232,3.0150319835653074e-28,9,MIR22HG
1.710082578473755e-32,1.1991562115552707,0.793,0.543,3.2091409667638487e-28,9,NINJ1
3.275502492392715e-32,4.5517804078495185,0.034,0.001,6.146807977224169e-28,9,ENSG00000235151
3.976829514384523e-32,1.6220871031565227,0.54,0.253,7.462918266693996e-28,9,PID1
2.1092150761789667e-31,4.714570000776113,0.038,0.002,3.958153011957449e-27,9,HS3ST1
2.461643117394083e-31,2.369107280948944,0.257,0.071,4.6195194741017364e-27,9,VEGFA
3.5961822446633975e-31,1.6671301843151105,0.467,0.201,6.748595600335332e-27,9,GABARAPL1
3.8043829957198624e-31,1.7295214544618331,0.425,0.172,7.139305129767894e-27,9,HMGA1
6.953794593075966e-31,1.5096020836135238,0.579,0.296,1.3049490933366357e-26,9,NRIP1
1.331972171511271e-30,1.5197935354792493,0.487,0.211,2.499578977058051e-26,9,FOSL2
3.9632690278656005e-30,3.186705706913985,0.077,0.008,7.437470657692586e-26,9,MN1
7.791542562570189e-30,1.789934044738976,0.375,0.139,1.4621608772919216e-25,9,NXT1
1.44308974479171e-29,1.9991943945799027,0.299,0.094,2.7081022150761226e-25,9,GPRIN3
2.1305912333608244e-29,1.2308489360747656,0.697,0.429,3.998267508524923e-25,9,ARF6
2.2972134249609026e-29,3.27279874603582,0.069,0.007,4.31095071328163e-25,9,RHBDL3
3.120350984089283e-29,1.689700254429076,0.51,0.24,5.855650656741949e-25,9,APOBEC3A
4.3880799299673674e-29,1.2975546733941141,0.582,0.29,8.234670796576762e-25,9,CDKN1A
6.082239176055446e-29,1.1281164842406293,0.766,0.497,1.1413930037785652e-24,9,CD63
5.247437112037875e-28,1.2297912253506786,0.762,0.517,9.847340484450277e-24,9,PLAUR
7.492166253255328e-28,1.41701683317113,0.533,0.259,1.4059799190858947e-23,9,RFX2
1.0757609210019822e-27,1.2616163327359395,0.628,0.344,2.01877294435232e-23,9,PIK3R5
2.2439871542582765e-27,3.615095417271196,0.054,0.004,4.2110662936810815e-23,9,IL10
2.523684756328922e-27,1.5226197638459422,0.406,0.164,4.7359468137268554e-23,9,CXXC5
3.1793599473772533e-27,1.8608798928849644,0.605,0.354,5.966386877248153e-23,9,HMOX1
4.411784026549689e-27,6.694649468902802,0.011,0,8.279153904223147e-23,9,CLDN5
5.932171123421386e-27,2.275108069060986,0.161,0.035,1.1132312330212573e-22,9,IRAK2
6.205866858508923e-27,1.7152717081142894,0.364,0.141,1.1645929746677845e-22,9,EAF1
2.2623050504654497e-26,0.6467407516747317,0.996,0.978,4.245441657703463e-22,9,H3-3B
3.948234809045529e-26,1.7042288097713982,0.307,0.104,7.40925744265484e-22,9,LUCAT1
1.6380140602363058e-25,1.3173787122853255,0.617,0.354,3.0738971854394515e-21,9,CTNNB1
1.868196282821589e-25,2.2555266886928185,0.276,0.092,3.505857144342994e-21,9,ASPH
3.4967445162381966e-25,1.8236471740210054,0.345,0.133,6.5619907591725995e-21,9,EHD4
1.7853416150383204e-24,4.200810035729816,0.038,0.002,3.3503720747809123e-20,9,LNCTSI
2.8074525410363726e-24,2.718396960091703,0.169,0.041,5.268465438508857e-20,9,THBS1
2.9284306390293593e-24,5.376413362549876,0.019,0.001,5.495492937202495e-20,9,NCS1
3.48205655824338e-24,1.601420022001403,0.368,0.149,6.534427337199528e-20,9,SLA
3.643926721978349e-24,1.9069148460076824,0.253,0.081,6.838192886464569e-20,9,TUBB6
4.3184233798838846e-24,1.3874360243810169,0.437,0.2,8.103953314690098e-20,9,CSRNP1
4.403939912505881e-24,2.3774570644745654,0.165,0.04,8.264433639808536e-20,9,SQLE
4.7718560745982976e-24,1.5125619735028955,0.444,0.208,8.954865109591166e-20,9,TLE3
5.277010175114406e-24,5.394830728225031,0.027,0.001,9.902837294619694e-20,9,FN1
1.016955965308725e-23,4.465996457869868,0.042,0.003,1.9084195644983536e-19,9,HAMP
2.2047485006146313e-23,1.9484515142407406,0.203,0.057,4.1374310362534173e-19,9,FOSL1
3.6056637858995836e-23,1.7353391605314195,0.372,0.16,6.766388660619158e-19,9,PNP
5.0874122295479155e-23,1.8720415792579141,0.291,0.106,9.547037789969618e-19,9,ZBTB43
8.17300960900179e-23,1.1506683136848848,0.525,0.268,1.5337469832252759e-18,9,NLRP3
1.0389249835163742e-22,0.8305597871420916,0.877,0.685,1.9496466240668278e-18,9,ATP2B1-AS1
1.3377272898115771e-22,1.2237738444348079,0.452,0.21,2.5103790320604057e-18,9,SNX9
1.7399754900235482e-22,1.5238324559562813,0.437,0.209,3.2652380045781906e-18,9,NFIL3
3.224133452116759e-22,1.4725175012344038,0.337,0.135,6.050408836242311e-18,9,GNA15
4.313077115098827e-22,1.2427615236465435,0.51,0.27,8.09392051419446e-18,9,ATF3
4.965489410190235e-22,1.9016480771578295,0.234,0.075,9.318237427162995e-18,9,MAP4K3
7.770025586380131e-22,1.1750335954378155,0.636,0.406,1.4581230015400954e-17,9,BZW1
8.857027614927277e-22,1.6475058943466705,0.28,0.101,1.6621098022172528e-17,9,CDK14
1.3190606811678728e-21,0.3574283260828688,1,0.995,2.47534927427963e-17,9,SH3BGRL3
2.3651124511236684e-21,1.265971586142601,0.487,0.248,4.438370025778676e-17,9,FOXO3
2.6349057782814954e-21,2.3799527324535323,0.146,0.035,4.944664183523054e-17,9,SLC7A5
2.8381114559459243e-21,1.1964769921097806,0.563,0.319,5.3259999582281216e-17,9,MARCKS
4.7762211941277186e-21,1.1428775177410044,0.59,0.358,8.963056692900077e-17,9,AHR
6.0254916238650556e-21,2.211427409026492,0.13,0.029,1.1307437581345163e-16,9,CXCL3
7.685431901755505e-21,4.545413032773989,0.038,0.003,1.442248150683438e-16,9,SDS
1.2214264269956702e-20,2.987179608616294,0.073,0.01,2.2921288329000747e-16,9,ANKRD9
1.572555911277969e-20,2.1613542529066203,0.157,0.041,2.951058423104237e-16,9,SOCS6
1.5819822066102764e-20,1.286790941315451,0.437,0.216,2.9687478089248445e-16,9,USP12
1.816141509490407e-20,1.1257135797225986,0.621,0.401,3.408171156709698e-16,9,GAB2
2.3061042374886808e-20,2.6023635606697266,0.092,0.016,4.327635212071258e-16,9,SDC4
2.8011761244696574e-20,4.773183086731235,0.027,0.001,5.256687115179759e-16,9,TUBB3
4.9963340703179834e-20,1.0953456580144585,0.479,0.247,9.376120516358728e-16,9,SLC43A2
5.699961967118611e-20,3.166003216015973,0.077,0.012,1.0696548627494787e-15,9,PMP22
1.0977347146777738e-19,1.6439812109869454,0.253,0.09,2.0600089655643104e-15,9,ARRDC3
1.178478328241608e-19,2.7591608428349144,0.092,0.017,2.2115324307782012e-15,9,MTHFD1L
1.3549295024772763e-19,1.2784070688567581,0.467,0.248,2.542660704348857e-15,9,RAPGEF1
1.4620162761242673e-19,2.937849771106706,0.061,0.008,2.7436197437748e-15,9,GEM
1.85564669375356e-19,1.8164463389698997,0.207,0.066,3.4823065854979308e-15,9,PPARD
1.8592589527215762e-19,4.5082274395118835,0.023,0.001,3.4890853506773098e-15,9,ENSG00000291156
1.8720436327050085e-19,0.7485461160513456,0.904,0.785,3.513077081134219e-15,9,ZEB2
1.911027328571775e-19,4.2207434936761645,0.023,0.001,3.586233884797793e-15,9,ENSG00000272482
3.438493915931162e-19,1.39576744212909,0.322,0.135,6.452677682636418e-15,9,MAPK6
5.458215018044524e-19,1.048687881378573,0.54,0.311,1.0242886302862354e-14,9,PRKAG2
5.666725419930753e-19,3.47546506270715,0.046,0.005,1.0634176923042051e-14,9,SOCAR
6.604848699141696e-19,3.1655337397766297,0.05,0.006,1.2394659068809306e-14,9,FGFR1
7.395114459323394e-19,2.015894036572771,0.188,0.059,1.3877671794366281e-14,9,CAMSAP1
8.652571983817839e-19,1.9073232790820034,0.188,0.058,1.6237416584832556e-14,9,CCDC71L
1.0007247218934794e-18,3.8184443227396225,0.038,0.003,1.8779600131053036e-14,9,ENSG00000258077
1.2665778426489195e-18,1.1320582431418358,0.479,0.26,2.3768599795149625e-14,9,PIK3R1
1.3180683204612161e-18,0.989452717768629,0.625,0.388,2.4734870101775183e-14,9,MYO9B
1.3854930607759546e-18,2.0712747520301455,0.115,0.025,2.6000162778521563e-14,9,FAM20A
1.6938514301070984e-18,1.1028855823890753,0.41,0.202,3.178681593738981e-14,9,SNHG15
2.0498661075379286e-18,1.0405430331708252,0.609,0.398,3.846778737405677e-14,9,KLF3
2.1058342975199327e-18,0.5691096112429759,0.977,0.937,3.951808642725906e-14,9,SRGN
3.699940818750804e-18,6.491407371467235,0.011,0,6.943308940467759e-14,9,EPHB1
3.8082798427113e-18,0.9129722341125923,0.854,0.719,7.146617952832026e-14,9,TIMP1
4.424562462887377e-18,1.3708058519315727,0.31,0.128,8.303133917854452e-14,9,NOCT
4.564960659634049e-18,4.671177709165276,0.019,0.001,8.566605173869257e-14,9,TFPI
5.2409290708961214e-18,0.7143617157062385,0.843,0.703,9.835127494443661e-14,9,PLEK
5.388667977328759e-18,0.275305338030039,1,0.998,1.0112374326255149e-13,9,FTL
5.894390723658281e-18,3.3601861593425624,0.038,0.004,1.106141363201713e-13,9,OSBP2
9.338800950382454e-18,1.089936402804136,0.51,0.292,1.7525193863487713e-13,9,CARD19
1.370422374005941e-17,2.4356380282138024,0.096,0.02,2.571734627059549e-13,9,PTGES
1.4040204609166232e-17,2.8287615007278832,0.08,0.014,2.634784796956135e-13,9,LGMN
1.41716373233476e-17,0.5008157628419365,1,0.988,2.6594494600994104e-13,9,VIM
1.7902423138414188e-17,0.8055618987096964,0.889,0.828,3.3595687261548066e-13,9,LGALS3
2.3832878489417315e-17,3.510681560650129,0.046,0.005,4.4724779773240535e-13,9,SPRY2
2.545086338603038e-17,1.4766721368332154,0.429,0.231,4.776109023022461e-13,9,PLIN2
2.5647021866528387e-17,0.7002142378367304,0.82,0.658,4.812920123472717e-13,9,CLEC7A
2.789775277222647e-17,0.5119198337893329,0.973,0.904,5.235292285236018e-13,9,EMP3
4.612670061060549e-17,1.2626819436736805,0.444,0.237,8.656136636586226e-13,9,GNA13
4.680417031210787e-17,1.9783937473217434,0.253,0.102,8.783270600770163e-13,9,ARL4C
7.36440895363421e-17,0.37713753247134907,0.996,0.987,1.3820049842389958e-12,9,GAPDH
8.691172505727187e-17,3.6427074160699933,0.034,0.003,1.630985432424764e-12,9,ENSG00000289863
1.069653984108897e-16,1.2873541710805698,0.448,0.251,2.0073126665787563e-12,9,LITAF
1.3180785099397611e-16,1.1996127384533914,0.456,0.259,2.4735061317529557e-12,9,NCOR2
1.8228322610109958e-16,0.3961860951958802,1,0.952,3.4207270210132346e-12,9,UBC
2.0701209760234788e-16,1.5479069268932393,0.31,0.143,3.88478902360566e-12,9,PPIF
2.4372937692192966e-16,0.9767582879930565,0.525,0.309,4.573825487316932e-12,9,RASGEF1B
3.1189859549767963e-16,1.2858624649705082,0.448,0.25,5.853089043109456e-12,9,MTSS1
3.7370538891144517e-16,1.849933738125509,0.184,0.062,7.01295532831218e-12,9,TMCC3
7.674485755269607e-16,1.0901040964853286,0.352,0.168,1.4401939968338945e-11,9,ENSG00000254420
9.82862968918087e-16,4.325616363351633,0.015,0.001,1.844440647471682e-11,9,GPRC5A
1.0181761691626106e-15,1.0120945808114241,0.625,0.435,1.910709399050555e-11,9,KLF10
1.2949888974525295e-15,1.7405007759217064,0.215,0.081,2.4301761649594168e-11,9,HAVCR2
1.4202122150671676e-15,3.6315155609103416,0.031,0.003,2.665170242795047e-11,9,DIXDC1
1.5193048137907056e-15,4.238057925601295,0.023,0.001,2.8511274135596382e-11,9,SEMA3F
1.8738734379852587e-15,1.2527209886444206,0.364,0.186,3.5165108937231364e-11,9,BCL7B
2.0112376174774433e-15,1.5714177551237694,0.287,0.128,3.77428851295817e-11,9,INSIG1
2.056701027160835e-15,0.9135141845283951,0.594,0.384,3.859605147570023e-11,9,C5AR1
3.801738518226682e-15,2.5100712073567095,0.077,0.015,7.134342503304191e-11,9,MYO10
4.39111980561432e-15,1.2691201234178349,0.433,0.247,8.240375427215834e-11,9,PHACTR1
4.420329860050016e-15,1.302750013612803,0.28,0.122,8.29519101536986e-11,9,ENSG00000234261
4.504059377297597e-15,1.3844670747941006,0.337,0.166,8.45231782743667e-11,9,ANKRD28
7.7418263549508e-15,3.058918397925971,0.05,0.007,1.452831133770067e-10,9,ZFYVE9
8.692433697500839e-15,1.2961891143897488,0.287,0.127,1.6312221076730075e-10,9,DDIT4
9.992542571286217e-15,1.5897501391306572,0.218,0.084,1.8752005389275715e-10,9,CXCR4
1.357857620378604e-14,1.3067245075209006,0.387,0.21,2.548155610402488e-10,9,SLC25A37
1.4988304554649295e-14,1.6736501923015599,0.299,0.141,2.812705232725487e-10,9,IL1RN
2.659393697070779e-14,1.2995049862644086,0.264,0.115,4.990618211923024e-10,9,GNA12
4.406112760739232e-14,1.6868088009478845,0.176,0.062,8.268511206803242e-10,9,DOT1L
5.6152326105139536e-14,0.9748505327473159,0.533,0.337,1.0537545516890486e-9,9,SLC2A3
6.007440765355735e-14,2.00639789909495,0.119,0.033,1.1273563340266572e-9,9,OSM
6.534190669285416e-14,1.1554328228927544,0.299,0.138,1.2262062209981011e-9,9,ABCA1
7.796944375409387e-14,3.9481178579595944,0.023,0.002,1.4631745814893256e-9,9,VPS37D
9.201859837112428e-14,1.1506756174852888,0.391,0.214,1.7268210170325181e-9,9,CXCL16
1.1060558234606902e-13,5.601964428353846,0.011,0,2.075624358306331e-9,9,GALNT14
1.1091931504826621e-13,5.206066686117174,0.011,0,2.0815118661957637e-9,9,ERCC6L
1.2165042730587767e-13,2.5493131291938824,0.061,0.011,2.2828919188221002e-9,9,ARSI
1.5447032466823437e-13,1.8966077128647985,0.107,0.029,2.898790112724086e-9,9,ENSG00000289939
1.6074029157334412e-13,3.131322837133989,0.042,0.006,3.0164523116653756e-9,9,ABHD17C
1.8657790978233009e-13,2.444402210471218,0.088,0.021,3.5013210549752064e-9,9,CD9
1.9720226142940291e-13,0.5270852274424151,0.935,0.875,3.700697637984175e-9,9,SAT1
2.0269299855662681e-13,1.0770058013824158,0.444,0.266,3.803736810913659e-9,9,IFI6
2.1286949266971067e-13,2.7478992541294915,0.034,0.004,3.9947088994397905e-9,9,SCN4B
2.458817360500648e-13,3.668327649035199,0.023,0.002,4.614216658715516e-9,9,S100A2
2.7546982185942436e-13,2.7542757840839514,0.05,0.008,5.1694666770139574e-9,9,LINC01943
2.7964034488374166e-13,1.4135248825728115,0.226,0.094,5.247730712088296e-9,9,ETV3
3.44375772995334e-13,0.9627729904133133,0.391,0.215,6.462555756030438e-9,9,SMAD3
3.496714467516594e-13,2.381285074863877,0.069,0.014,6.561934369741641e-9,9,ENSG00000286263
3.5255827475010596e-13,1.1064752668309084,0.368,0.195,6.616108583960488e-9,9,TRIB1
4.0021322388813916e-13,1.0590219622886496,0.395,0.213,7.510401359484819e-9,9,VPS37B
4.180328014517279e-13,0.975473469675694,0.41,0.224,7.844803552043126e-9,9,CEP170
6.039192387206548e-13,2.1706166274828917,0.08,0.018,1.1333148433831808e-8,9,APBB2
7.92498214382329e-13,0.9217736333513888,0.502,0.332,1.4872021491098787e-8,9,TOP1
9.33803725951274e-13,2.4781990861185847,0.061,0.012,1.7523760721201605e-8,9,HIC1
1.1501709007250951e-12,2.1706146575162086,0.096,0.025,2.1584107123007135e-8,9,LINC01010
1.253813686280545e-12,2.528396543829243,0.069,0.014,2.3529067636740706e-8,9,IL1R1
1.3119661109899508e-12,0.6886379691193782,0.724,0.552,2.4620356038837416e-8,9,ZFP36L1
1.6691731433511184e-12,1.557799804776675,0.234,0.103,3.132370320812709e-8,9,EIF4E
1.7174324850548179e-12,1.7339532201936707,0.195,0.078,3.222933801453871e-8,9,PHLDA2
1.8770212012688392e-12,1.161758946099618,0.264,0.121,3.522417986301104e-8,9,EREG
2.014853647896434e-12,0.8935109383928592,0.437,0.255,3.781074355642449e-8,9,SPAG9
2.0758778323303435e-12,1.014289120525116,0.368,0.198,3.8955923401511226e-8,9,RIT1
2.243743881338394e-12,2.190456486394818,0.103,0.029,4.21060976771963e-8,9,H2AC25
2.785435905297744e-12,0.8337158051636927,0.529,0.348,5.227149019881746e-8,9,YWHAQ
3.0129965855477906e-12,1.0761517669670917,0.364,0.197,5.654189392438984e-8,9,COG3
3.0399868910912124e-12,0.6876497202063669,0.743,0.609,5.704839399821769e-8,9,MAP1LC3B
3.075312787538124e-12,1.9246632868966003,0.107,0.031,5.7711319770940436e-8,9,PTPN7
3.298542645902333e-12,1.7144327235533963,0.18,0.071,6.190045129300319e-8,9,EEPD1
3.4997039112501838e-12,4.684631302174303,0.011,0,6.567544359852095e-8,9,DUSP4
3.845560726879353e-12,1.7737236243942003,0.149,0.052,7.216579260061795e-8,9,RUBCNL
6.093206282131993e-12,0.9463377932838393,0.387,0.216,1.1434510909048897e-7,9,RNF145
7.33331236937629e-12,4.013911205367519,0.019,0.001,1.3761693992371547e-7,9,FAM83G
9.09363621448434e-12,4.468843979395845,0.015,0.001,1.706511772010131e-7,9,ST3GAL6-AS1
9.415491103837586e-12,0.8396776700393422,0.648,0.478,1.7669110605461615e-7,9,CXCL8
9.701317264591489e-12,2.8391715779785556,0.046,0.008,1.820549197873239e-7,9,NRARP
9.978357428747382e-12,1.2246721864339927,0.192,0.077,1.8725385550787338e-7,9,ARID3B
1.0606131958039066e-11,0.8173221319699925,0.559,0.383,1.990346723245611e-7,9,EPC1
1.0747538347341423e-11,0.6496420546785648,0.801,0.674,2.0168830462620915e-7,9,CD44
1.1730066431893604e-11,1.3407922286977842,0.314,0.165,2.2012642666091536e-7,9,ENSG00000274213
1.1784710340619564e-11,2.786718894676767,0.054,0.01,2.2115187425206672e-7,9,RRAD
1.366468837027051e-11,1.9151372023445425,0.092,0.025,2.564315419564964e-7,9,NR4A3
1.5138479352348044e-11,1.1474868742343955,0.28,0.137,2.8408870352616337e-7,9,MECP2
1.5241304372140664e-11,2.840333172583507,0.038,0.005,2.860183178475917e-7,9,ENSG00000289845
2.1761220514495414e-11,1.058090828774366,0.299,0.152,4.0837106417502093e-7,9,VOPP1
2.1771564706423165e-11,1.1399167072104959,0.303,0.156,4.085651832807371e-7,9,AHCTF1
2.2326132542494648e-11,1.1299569165782404,0.352,0.2,4.189722032924546e-7,9,TAB2
2.244740221239879e-11,1.204213154373095,0.307,0.161,4.2124794991787573e-7,9,TBC1D22A-DT
2.5867226336248494e-11,1.1965431727980034,0.207,0.089,4.854243694260393e-7,9,ADAM9
2.7203411686096143e-11,2.9016243949277247,0.034,0.005,5.104992237012802e-7,9,SGIP1
2.8800579259795612e-11,1.9430237203441583,0.111,0.035,5.404716703893245e-7,9,SPHK1
3.013038529146389e-11,0.4710076491876616,0.946,0.893,5.654268103796113e-7,9,LAPTM5
3.661851703757761e-11,1.3175496874722596,0.257,0.125,6.871830907271814e-7,9,ODC1
4.223696812314394e-11,0.9516438799047087,0.379,0.223,7.926189437989191e-7,9,CD58
4.47856422703559e-11,2.89986391834228,0.038,0.006,8.404473628454988e-7,9,RASGRP3
5.1109231011725706e-11,1.176882531926434,0.391,0.238,9.591158291660445e-7,9,ITGAX
5.187209933225288e-11,1.4950632984289611,0.18,0.074,9.734318160690576e-7,9,TLNRD1
5.6815651107409894e-11,0.9950331163379332,0.418,0.257,1.066202508681654e-6,9,MARCKSL1
5.939906142758016e-11,0.9173551112948231,0.395,0.236,1.1146827867499692e-6,9,DNTTIP2
7.262150361714593e-11,1.5684882796564361,0.13,0.045,1.3628151368793606e-06,9,SPIRE1
7.348864464793396e-11,0.6936610341799885,0.732,0.569,1.3790879054631287e-6,9,CD99
8.427193406908578e-11,1.4012099885403344,0.184,0.077,1.5814471147404637e-6,9,PI4K2A
9.259468731074623e-11,2.6287700971694252,0.042,0.007,1.7376319020734638e-6,9,SYN1
1.0998412690170401e-10,1.9784599380815537,0.119,0.039,2.0639621254373775e-6,9,ICOSLG
1.1477000845878745e-10,0.37009977347748757,0.977,0.929,2.1537739787376055e-6,9,RPS16
1.216528131669779e-10,0.4751169739505927,0.77,0.599,2.2829366918915077e-6,9,CHASERR
1.4075570976035327e-10,0.2406122963055939,0.992,0.987,2.6414216493627896e-6,9,EIF1
1.4398128973103678e-10,0.28421236645851344,1,0.991,2.701952883092636e-6,9,RPS26
1.4711535659023148e-10,1.6837835949956599,0.126,0.044,2.760766781772284e-6,9,NEDD4L
1.6139186842667448e-10,2.645687626062347,0.042,0.007,3.0286798028949734e-6,9,SLC7A11
1.6192893731324694e-10,0.9099980192914008,0.368,0.21,3.0387584376203923e-6,9,HIPK2
1.6520982560673467e-10,0.9859208906485553,0.602,0.466,3.100327587335983e-6,9,GLUL
1.679289220994132e-10,2.2475858044417367,0.065,0.015,3.1513541521175882e-6,9,SMAD7
1.793890491126415e-10,3.6095901276857836,0.019,0.002,3.3664148956478303e-6,9,PHLDB1
1.9024550775017706e-10,1.009408155302168,0.387,0.238,3.570147198439823e-6,9,ZMIZ1
1.9590561154836181e-10,1.2698218270885173,0.218,0.1,3.676364706316558e-6,9,ITGA5
2.1397139838492183e-10,0.7122733744287946,0.533,0.371,4.0153872620914434e-6,9,UBE2J1
2.1759498699105809e-10,0.8252431687993453,0.425,0.263,4.083387525874196e-6,9,IL1B
2.39754744385796e-10,2.1737567484069467,0.069,0.017,4.499237533143847e-6,9,PCBP3
2.5236042052207924e-10,2.0724784532057146,0.061,0.014,4.735795651517339e-6,9,NAB2
2.5738695150868194e-10,1.433752145246583,0.207,0.095,4.830123532011925e-6,9,MARCO
2.721707795165266e-10,1.5597410561207035,0.169,0.07,5.1075568484071384e-6,9,ALCAM
2.797491374398184e-10,0.9094174885054295,0.326,0.178,5.249772313195632e-6,9,SLC6A6
2.9326332482551427e-10,0.2680946073520456,0.996,0.979,5.503379553675601e-6,9,RPS9
3.161075013190561e-10,1.092671011580705,0.28,0.145,5.932073369753407e-6,9,GPR132
3.240454930529036e-10,1.3153329029345637,0.119,0.04,6.081037722630789e-6,9,SH3RF3
3.272715718540163e-10,0.747132306445813,0.598,0.449,6.14157831741247e-6,9,RIOK3
3.4311423143046824e-10,2.5187950660487095,0.038,0.006,6.438881667024167e-6,9,CTNNAL1
3.631823799831848e-10,1.1146407557959792,0.295,0.156,6.815480542764446e-6,9,MGAT4A
3.999840170358033e-10,0.9236869828991898,0.326,0.182,7.506100063693885e-6,9,NR4A1
4.106464510721168e-10,0.4512999625349572,0.866,0.72,7.706191300819343e-6,9,TAGLN2
4.2975043226876047e-10,0.7687644630776429,0.525,0.358,8.06469661195556e-6,9,UBAP1
5.354105567657725e-10,4.436508077122257,0.011,0.001,1.0047514508266487e-5,9,ELOVL7
5.537796646427272e-10,0.9463349977361156,0.383,0.235,1.0392229186685419e-5,9,RAP2B
5.566468482343152e-10,0.7811135289230721,0.548,0.394,1.0446034753965159e-5,9,DENND5A
6.023377287002848e-10,0.6403181743943933,0.736,0.621,1.1303469816789546e-5,9,ATP6V1F
6.57691716718993e-10,1.1891984316219468,0.218,0.103,1.2342242755948623e-5,9,TUT4
7.06948437994866e-10,4.001777329501808,0.015,0.001,1.3266594387411655e-5,9,PDGFA
7.102163665739722e-10,3.929821790394284,0.015,0.001,1.3327920335127162e-5,9,MYEOV
7.89394901134167e-10,1.2120054745649451,0.215,0.101,1.4813784714683778e-5,9,SH3GL1
1.1402932989077008e-9,1.3814871885830327,0.18,0.078,2.1398744047301914e-5,9,MGLL
1.1781288031434087e-9,0.965284543780326,0.341,0.199,2.2108765119789207e-5,9,SERTAD1
1.1800473861930266e-9,1.184949017271383,0.203,0.093,2.2144769249298338e-5,9,SSH1
1.232077231775828e-9,0.9770620770769436,0.241,0.118,2.3121161331505187e-5,9,PLK3
1.3285398823559691e-9,1.1341984522321114,0.314,0.177,2.4931379432292117e-5,9,PDE4B
1.3816790371433386e-9,0.8079346258471212,0.429,0.282,2.592858881103189e-5,9,MAPK1IP1L
1.3926564105788864e-9,1.4090763367187669,0.23,0.115,2.6134590200923382e-5,9,STK17A
1.4288269465344532e-9,1.5277223470145886,0.119,0.042,2.681336647866555e-5,9,ANKDD1A
1.4772707760013177e-9,1.9837649202178826,0.084,0.025,2.772246338244073e-5,9,ZMIZ1-AS1
1.4871224455670161e-9,1.4505251345125032,0.146,0.058,2.7907339813510625e-5,9,ZNF331
1.5012708329615716e-9,0.9033041990755609,0.444,0.285,2.817284845135685e-5,9,IER3
1.5222742843201333e-9,1.5784076135568037,0.142,0.056,2.856699921955162e-5,9,PRKAG2-AS1
1.672556882693092e-9,2.4224673182356815,0.042,0.008,3.1387202460618565e-5,9,KIFC3
1.6958178709460002e-9,3.0631279366363424,0.023,0.003,3.182371816617264e-5,9,ENSG00000232640
1.7896999716624947e-9,1.1661287110172915,0.287,0.159,3.358550966821837e-5,9,SH3BP5
