p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.248856074980589e-9,1.7886040150744824,0.126,0.047,4.220203310308573e-5,9,SKI
2.2728655426506087e-9,3.3717028320411817,0.019,0.002,4.265259477338132e-5,9,NIPAL4
2.3163180137087877e-9,3.422795330545572,0.015,0.001,4.346802384525911e-5,9,NGEF
2.3299089591192026e-9,0.8755138403832627,0.421,0.273,4.3723071526830955e-5,9,ETS2
2.346842197870118e-9,1.0271174902444664,0.318,0.183,4.404084068523063e-5,9,MAPKAPK2
2.5011030691084203e-9,1.2894890827930785,0.157,0.065,4.693570019488861e-5,9,OASL
2.5884580988749357e-9,1.5414441509586716,0.161,0.068,4.8575004683487046e-5,9,RALGDS
3.340057267639021e-9,0.5397696489091341,0.736,0.603,6.267951468451387e-5,9,SUB1
3.3889737112494368e-9,1.4996726707424144,0.157,0.066,6.359748066530694e-5,9,ID1
3.5180350476918187e-9,4.4400812243726895,0.011,0.001,6.601944570498467e-5,9,ENSG00000286886
3.59060146137199e-9,3.435001427021632,0.011,0.001,6.738122702410677e-5,9,VIL1
3.952107322708668e-9,2.681209524384919,0.038,0.007,7.416524601795086e-5,9,STARD13
4.61623870247414e-9,1.0311028523417334,0.352,0.219,8.662833549062971e-5,9,PPP1R14B
4.6201140804237295e-9,1.074016603836219,0.287,0.16,8.67010608332317e-5,9,SKIL
4.770335406000788e-9,1.9113129926713053,0.088,0.028,8.952011422901078e-5,9,CDCA4
4.929602278470918e-9,3.3944925961034365,0.023,0.003,9.250891635778524e-5,9,ENSG00000289958
4.9492847544539804e-9,0.9189178672375437,0.36,0.217,9.28782777020834e-5,9,ELF4
5.105759439969859e-9,2.209406525954925,0.057,0.014,9.581468165047438e-5,9,JAG1
5.2351646634316295e-9,1.0851720844313815,0.226,0.112,9.824310007395796e-5,9,MEF2D
5.508070318656891e-9,2.1505695735915227,0.061,0.015,1.0336444759991522e-4,9,RASAL2
5.791289170238404e-9,0.5388239674934128,0.866,0.763,1.0867933256869389e-4,9,CRIP1
6.147011474700078e-9,2.728646142896825,0.042,0.008,1.1535481733422166e-4,9,TNS1
6.241797491573689e-9,1.2641194500495438,0.218,0.108,1.1713357172687184e-4,9,RHOU
6.368675424875419e-9,1.435417694516214,0.157,0.068,1.1951456302321211e-4,9,NMD3
6.90619046183801e-9,1.0511607425752754,0.241,0.126,1.296015702068521e-4,9,SMURF1
7.210719911005701e-9,1.0948090173689367,0.215,0.105,1.3531636984993298e-4,9,PDE4A
8.408409958736816e-9,0.6629408577066758,0.609,0.466,1.577922212856551e-4,9,GPCPD1
9.612421054714435e-9,2.7579223001635373,0.031,0.005,1.8038669351277107e-4,9,CABLES1
9.701370316576097e-9,1.3697071912899177,0.272,0.149,1.8205591536086702e-4,9,H1-0
1.064622315199775e-8,1.0373125140558601,0.345,0.213,1.9978702367038978e-4,9,RIPK2
1.1075249715983404e-8,0.859841014417186,0.724,0.627,2.0783813617014456e-4,9,H1-10
1.4224313074671041e-8,1.1421739885336832,0.238,0.123,2.6693345915927675e-4,9,EHD1
1.5456709053707925e-8,0.7481867019771908,0.502,0.354,2.900606021018829e-4,9,TPM4
1.6933662874406858e-8,0.6591622935722712,0.452,0.305,3.1777711750111907e-4,9,PIM3
1.7316677974517846e-8,4.341214397197027,0.011,0.001,3.249647788698019e-4,9,LINC01531
1.7494909347068626e-8,4.056006576292449,0.011,0.001,3.283094688070898e-4,9,ENSG00000288979
1.753249140588684e-8,0.9568804845747778,0.352,0.219,3.290147337228725e-4,9,RHEB
1.8708336349092753e-8,0.8238321587196711,0.375,0.235,3.5108063992707463e-4,9,ARL4A
1.883267635381185e-8,2.0045885711784934,0.057,0.014,3.5341400445563316e-4,9,ENSG00000289412
1.9356790627437454e-8,0.17289475217272887,1,0.996,3.6324953291449124e-4,9,FAU
2.012766815468356e-8,0.21186972880560173,1,0.991,3.7771582059079164e-4,9,PTMA
2.01823916567068e-8,0.6057550893502608,0.636,0.477,3.7874276182975976e-4,9,ID2
2.0619566438260858e-8,1.528973038853841,0.119,0.045,3.8694678378040326e-4,9,GADD45G
2.397656505902384e-8,2.8745761313751514,0.038,0.007,4.499442198976414e-4,9,PRDM8
2.4333692278193108e-8,1.3775374673762826,0.1,0.035,4.5664606929257185e-4,9,POFUT2
2.4431556696398938e-8,2.3687557336791643,0.05,0.012,4.5848259296462246e-4,9,LAMB3
2.6019669887861118e-8,2.3360127813216,0.038,0.007,4.882851251156018e-4,9,IL6R-AS1
2.6402399021590825e-8,0.7190757051549094,0.444,0.296,4.954674200391735e-4,9,ETF1
2.8485637539411675e-8,1.3750874421997832,0.149,0.065,5.345614740645994e-4,9,ZNF350
2.872493115961084e-8,1.696391074632191,0.103,0.037,5.39052058141257e-4,9,BCAT1
3.1056272499555764e-8,1.0503411001936647,0.23,0.121,5.828020097266635e-4,9,SMIM3
3.2989586810129376e-8,3.6487337493834566,0.019,0.002,6.190825860788879e-4,9,ULBP2
3.6556353652136877e-08,0.9492965195352606,0.284,0.159,6.860165326360006e-4,9,CPD
3.8771806819396806e-8,0.9115381526235484,0.368,0.24,7.275917267728004e-4,9,CHST15
3.945903132628029e-8,1.0032053553303946,0.238,0.127,7.404881818689759e-4,9,CHKA
3.9483768752658816e-8,1.1209287789713944,0.211,0.108,7.409524044123953e-4,9,DENND4C
4.0425466639342946e-8,1.4067032927778957,0.23,0.123,7.586243069539097e-4,9,ACSL3
4.2063772409248494e-8,2.1685510319373833,0.061,0.017,7.893687530319572e-4,9,SPSB1
4.334291482123733e-8,1.49565546716972,0.107,0.04,8.133731395353398e-4,9,AMZ1
4.516455487749652e-8,2.2966362726437404,0.034,0.006,8.475580368310997e-4,9,PLCG1-AS1
4.6538272326982766e-8,0.8340734709902913,0.307,0.181,8.733372184881586e-4,9,GATAD2A
4.7745590358522535e-8,0.5233160286537344,0.762,0.649,8.959937486680339e-4,9,BTG1
4.9280902658065943e-08,0.9307705816118681,0.257,0.142,9.248054192812655e-4,9,RNF11
5.421717251500897e-8,2.9689025920382646,0.023,0.003,0.0010174394594166583,9,OTUB2
5.5015112167591036e-8,3.0645792994994574,0.023,0.003,0.0010324135949370133,9,SLCO4A1
5.6193271690168443e-8,1.4055820066625535,0.161,0.074,0.001054522936537701,9,DUSP5
5.716274013316923e-8,2.7688353336009066,0.038,0.008,0.0010727159813390538,9,SLC16A10
5.825290982717003e-8,1.4977527973521219,0.13,0.054,0.0010931741058166728,9,NPC1
5.983490303649887e-8,3.3042800292527783,0.019,0.002,0.0011228617903829379,9,ENSG00000289898
6.136197873457014e-8,0.8474217752683458,0.444,0.312,0.0011515188929329431,9,KDM6B
6.329700610739162e-8,0.8749616332624797,0.31,0.188,0.0011878316166113111,9,CD300E
6.636699293718106e-8,2.3801600343076474,0.05,0.012,0.0012454429894591399,9,HOMER2
6.943308313144938e-8,3.736718311500465,0.011,0.001,0.0013029812380447791,9,ENSG00000236304
7.071000549349883e-8,0.3752334193557103,0.889,0.845,0.001326943963090999,9,GNG5
7.458062840040923e-8,0.7062541236733391,0.525,0.395,0.0013995800725620795,9,FAM107B
7.704770820179257e-8,0.4321298875706985,0.843,0.763,0.0014458772921148392,9,ATP6V0B
7.794920064081461e-8,0.497352148515411,0.575,0.415,0.001462794699225527,9,ODF3B
8.415815449887965e-8,0.753954092989898,0.418,0.278,0.0015793119273259755,9,RUNX1
8.711264709328195e-8,2.5480563762731196,0.038,0.008,0.001634755935352529,9,MELTF
8.860714758658258e-8,1.3670017571862751,0.23,0.126,0.0016628017316098088,9,GPAT3
1.052971581812604e-7,2.9107584536897395,0.019,0.002,0.0019760064704295328,9,RFX8
1.0870080909930074e-7,0.6759636382528392,0.456,0.321,0.0020398793835574775,9,PPP2CA
1.1078255092377362e-7,1.379474639437257,0.146,0.065,0.002078945350635536,9,LONRF3
1.1095151233459336e-7,1.038068841206231,0.245,0.135,0.002082116080470979,9,ADM
1.1507256469440825e-7,2.8235420197790995,0.027,0.004,0.002159451749055265,9,ITGB8
1.4345343491423675e-7,0.861210465673744,0.452,0.316,0.0026920471596005666,9,HOTAIRM1
1.5060727983764787e-7,1.7814978458301423,0.054,0.014,0.0028262962134333,9,JARID2-AS1
1.5439985031999864e-7,0.680125962747484,0.467,0.332,0.0028974675911050945,9,AFF4
1.657189887154382e-7,1.0033129433925678,0.203,0.104,0.0031098825422339136,9,GGA2
1.812549633785841e-7,0.5098125956764956,0.713,0.571,0.003401430642762509,9,ELF1
1.8252722640825376e-7,0.8053073745045948,0.287,0.168,0.0034253059307772903,9,AAK1
1.9461440871684832e-7,0.5436685438464954,0.69,0.538,0.0036521339939803756,9,LGALS2
2.046235790529081e-7,1.1442960158722133,0.18,0.089,0.003839966084506873,9,ENSG00000289888
2.1246057744762934e-7,1.607823635071948,0.126,0.054,0.0039870351963822125,9,GZF1
2.1304098118310477e-7,2.848987237624073,0.031,0.006,0.003997927052882144,9,DNAJB5
2.1664212304198145e-7,0.5346002606454299,0.513,0.364,0.0040655060810058236,9,MCUB
2.1755577243618177e-7,0.9090205057904891,0.318,0.199,0.004082651625537387,9,TPD52L2
2.2435783566006465e-7,4.195896565656156,0.011,0.001,0.0042102991439967735,9,CDC42BPG
2.2767284690623242e-7,3.8293300394065994,0.011,0.001,0.004272508645042358,9,ENSG00000187185
2.283415048438435e-7,3.6250704004493564,0.011,0.001,0.004285056679899567,9,ENSG00000203325
2.415340766384158e-7,0.6741416354211169,0.464,0.321,0.004532628482196511,9,ENSG00000257764
2.751840648028207e-7,2.896082343070546,0.031,0.006,0.005164104160089733,9,P2RY1
2.7524142750354326e-7,2.9566301972940914,0.027,0.004,0.005165180628531493,9,TGM3
2.840842413564031e-7,3.3134919393113087,0.019,0.002,0.00533112487329426,9,GPNMB
2.9686965029996585e-7,0.644487400890829,0.387,0.25,0.005571055857529159,9,GYPC
3.0798299451308395e-7,1.7013277300076683,0.092,0.034,0.005779608875032534,9,TUBB2A
3.166319340900262e-7,0.555282969285112,0.663,0.554,0.005941914875133431,9,PICALM
3.202225998811407e-7,1.8605410532847624,0.046,0.011,0.006009297309369486,9,ZFHX3-AS1
3.3842657257989607e-7,0.762878112150892,0.31,0.191,0.006350913061034329,9,EMD
3.4025704905847317e-7,0.7326634525297491,0.345,0.22,0.006385263782631307,9,PCIF1
3.4833100193869703e-7,1.175195825000553,0.195,0.102,0.006536779582381589,9,ENSG00000288827
3.628200422131897e-7,1.4149989034779957,0.103,0.04,0.006808680912172718,9,ZNF577
3.7239337843040866e-7,2.270898029273972,0.046,0.011,0.006988334139625049,9,NRP2
3.93544063803325e-7,1.2714079600893349,0.142,0.064,0.0073852479013331975,9,LINC00513
4.115925107010679e-7,1.4346837717575376,0.153,0.072,0.00772394505581624,9,MCTP2
4.728940835598754e-7,1.075225180790052,0.172,0.085,0.008874330372084622,9,SRXN1
4.744734383006354e-7,1.5290713667060043,0.149,0.071,0.008903968543149725,9,HIF1A-AS3
5.035082202711483e-7,1.2740037500171064,0.149,0.07,0.009448835261608368,9,ENSG00000269968
5.112650201857256e-7,1.432733836721511,0.134,0.06,0.009594399368805327,9,THAP4
5.321368126001217e-7,0.7903955625842887,0.31,0.19,0.009986079425253883,9,SERTAD2
5.469957036525284e-7,0.6600767288991602,0.383,0.251,0.010264921374743349,9,EP300
5.877592022379776e-7,0.8555454428172322,0.345,0.215,0.01102988918919789,9,BASP1
6.058422207227214e-7,0.8170439301036299,0.287,0.172,0.011369235114082589,9,IVNS1ABP
6.06569381621313e-7,2.3630258598609055,0.046,0.012,0.01138288101550556,9,AVPI1
6.104090171795647e-7,0.22068745194935468,0.989,0.971,0.011454935616391711,9,PFDN5
6.129576665952448e-7,0.5890718233493693,0.429,0.292,0.011502763571326364,9,PLEC
6.383763007325011e-7,4.172204539337924,0.011,0.001,0.011979769659546115,9,ARNT2
6.471773055024249e-7,3.87122676545673,0.011,0.001,0.012144929315058506,9,ENSG00000261273
6.498403305122861e-7,3.599229599293837,0.011,0.001,0.012194903642393562,9,EPCAM-DT
6.538579599365609e-7,1.696044300462758,0.069,0.022,0.012270298476169502,9,TRABD-AS1
6.662482670269752e-7,2.039119860844367,0.038,0.009,0.012502814979028215,9,MAPK13
6.874103978173138e-7,0.6252731933935973,0.521,0.393,0.012899943525439711,9,ZNF385A
7.071440249290144e-7,3.3603428939940168,0.015,0.002,0.013270264771817884,9,CACNA2D2
7.112286828515318e-7,2.8280910111655775,0.019,0.003,0.013346917462391845,9,MREG
7.452097576347331e-7,0.3459078957248076,0.996,0.996,0.013984606311773402,9,MALAT1
7.536669366104443e-7,1.1867788041255278,0.172,0.087,0.014143313732431597,9,DENND1B
8.11885922982057e-7,1.3737429684080877,0.115,0.049,0.015235851230681281,9,ENSG00000288703
8.163609614053616e-7,0.9517241745358526,0.272,0.165,0.015319829801733015,9,KCTD20
8.707427709293741e-7,1.769682046304796,0.057,0.017,0.016340358839260636,9,SLC35E4
8.86035850702375e-7,0.6994553229126128,0.441,0.32,0.016627348774280768,9,EZR
8.878026819879575e-7,1.1755329256800184,0.207,0.114,0.01666050513018601,9,ARID5A
1.0241374383404125e-6,1.574307865893195,0.077,0.027,0.01921896316789618,9,SLC26A11
1.077527909422388e-6,1.2834614243738567,0.123,0.054,0.020220888748220534,9,KANSL3
1.078633393383747e-6,2.8588302391744627,0.027,0.005,0.020241634260239397,9,PGAP1
1.0868060211762663e-6,2.9010947212637275,0.019,0.003,0.020395001793393815,9,OGFR-AS1
1.0917658114467212e-6,0.9175155342473077,0.261,0.156,0.02048807721760917,9,ABHD2
1.190799651634296e-6,2.0697934315315907,0.05,0.014,0.022346546262569197,9,ENSG00000289930
1.2217572193715724e-6,0.717559020935885,0.28,0.166,0.02292749597872693,9,ANKLE2
1.2569391054329188e-6,3.356179883374752,0.015,0.002,0.023587719252554155,9,STX1B
1.2684150699633756e-6,3.39439748159685,0.015,0.002,0.023803077202932708,9,ENSG00000287778
1.457542910883604e-6,1.2717511275728457,0.126,0.057,0.027352250265641715,9,SMIM13
1.478686065322182e-6,1.4537452209702404,0.088,0.033,0.027749022701836067,9,SEMA6B
1.5678275873598466e-6,0.5673449820297654,0.621,0.505,0.029421852504394882,9,VAPA
1.6123000797507416e-6,3.8154779704820765,0.011,0.001,0.030256423296602417,9,ENSG00000286698
1.6205974657340957e-6,4.0634250540201995,0.011,0.001,0.03041213204196604,9,MAMLD1
1.7439812033215308e-6,0.9921863084982037,0.184,0.096,0.032727551261531845,9,ARRDC4
1.8197021854014772e-6,1.2859604523401054,0.203,0.114,0.03414853121124412,9,RNF168
1.8628986644338287e-6,2.167638353309477,0.038,0.009,0.03495915633676523,9,CD226
2.0241395809614767e-6,0.49744824522667785,0.414,0.283,0.03798500337632307,9,RETN
2.0414228567115847e-6,1.997098051921582,0.034,0.008,0.0383093413290496,9,BRPF3-AS1
2.10616827220204e-6,1.2057683124726974,0.18,0.096,0.03952435379614348,9,CD82
2.2430157086352143e-6,0.433173099335628,0.72,0.621,0.04209243278824843,9,RBM39
2.3329922936724894e-6,0.8554364029993146,0.387,0.274,0.043780933383057934,9,FBP1
2.366681297382728e-6,0.4105501086745187,0.648,0.538,0.04441314122668427,9,CYRIB
2.3691821831303524e-6,2.3420090927485226,0.031,0.006,0.044460072848624195,9,ADIRF-AS1
2.4327021420311475e-6,1.2587407226075238,0.096,0.038,0.045652088397356516,9,SH3RF1
2.4835405041103358e-6,0.40325406991746204,0.812,0.717,0.04660612110013456,9,MCL1
2.6560396584106104e-6,0.5406713405191982,0.441,0.313,0.049843240229733514,9,TREM1
3.268311581561308e-6,0.6216849109609857,0.372,0.256,0.061333135139579505,9,NEDD9
3.31743567148036e-6,2.7582559568321634,0.019,0.003,0.06225499781100044,9,TM4SF19
3.3407253351080625e-6,1.0213544105041674,0.142,0.069,0.0626920516386379,9,GABPB1
3.3542487891065862e-6,0.5188082338315185,0.602,0.488,0.0629458327763742,9,KMT2E
3.3679264204846266e-6,2.539259232185296,0.023,0.004,0.0632025072068145,9,EPAS1
3.3926271255871717e-6,2.4383993151919467,0.023,0.004,0.06366604063876886,9,HYMAI
3.4378864842375337e-6,2.4239984939873436,0.019,0.003,0.06451537776320156,9,ENSG00000290549
3.613211316927892e-6,1.0027975394184958,0.226,0.133,0.06780552357346882,9,SAMD4B
3.667713668923047e-6,3.012291046448275,0.015,0.002,0.0688283147110099,9,RGS9
3.6863952526765838e-6,0.5838093267953685,0.525,0.405,0.06917889331172877,9,CSNK1A1
3.7133217155891637e-6,3.334565213848128,0.011,0.001,0.06968419531474625,9,MATN4
3.7493241007499926e-6,3.07105637677277,0.011,0.001,0.07035981607467436,9,ST18
3.779936106428345e-6,1.1939782766438238,0.195,0.11,0.07093428097323431,9,ELL2
3.854561274487561e-6,1.6494994178743143,0.069,0.024,0.07233469687703356,9,MCF2L2
3.863945204230392e-6,0.9478984643534403,0.31,0.21,0.07251079570258753,9,PRNP
4.135644474961281e-6,1.155834888550687,0.153,0.077,0.0776095042171234,9,ENSG00000288999
4.143937365054275e-6,1.8183149980282,0.05,0.015,0.07776512859260852,9,ENSG00000251127
4.149893759895822e-6,0.6653875672411348,0.272,0.166,0.077876906298205,9,CUL4A
4.46256390698425e-6,1.9744626285778435,0.034,0.008,0.08374447427846644,9,MICALL2
4.503342848548169e-6,2.3023183654442443,0.023,0.004,0.08450973189585495,9,ST7-AS1
4.566378948283058e-6,2.3433895809804612,0.027,0.005,0.08569266734347987,9,PRXL2A
4.581428660914668e-6,0.7052299235208708,0.433,0.319,0.08597509025072465,9,CD86
4.866158564575753e-6,2.711530271981,0.019,0.003,0.09131833162282858,9,ENSG00000231201
4.885467330394379e-6,1.0046572414356474,0.169,0.088,0.09168067992218092,9,USP36
4.927513950878127e-6,0.7545072223506292,0.341,0.231,0.09246972680217894,9,FNIP1
4.9351271681509276e-6,1.0277535044451813,0.195,0.109,0.0926125964375203,9,JOSD1
4.963946595086369e-6,2.0836288496657036,0.038,0.01,0.0931534218033908,9,ENSG00000288928
5.014666488639073e-6,0.4674282340855691,0.598,0.474,0.09410523132580084,9,BID
5.165742593973676e-6,2.8749426376302423,0.027,0.005,0.09694032551851,9,NTSR1
5.186786318209475e-6,1.2087891792240817,0.123,0.057,0.09733523204751901,9,PER2
5.190465588414202e-6,0.47381745316983603,0.559,0.436,0.09740427723218092,9,REL
5.352847132074069e-6,1.0584430144330468,0.211,0.124,0.10045152928050198,9,DDAH2
5.655981527306268e-6,2.286668113533629,0.046,0.013,0.10614014934142942,9,KLF5
5.9300876912618125e-6,0.7025653784143716,0.387,0.282,0.11128402561421917,9,MIDN
6.388315081524436e-6,2.7910880770887982,0.027,0.005,0.11988312081988756,9,HS3ST3B1
6.446164918437113e-6,0.8824003740605688,0.28,0.178,0.12096873085939087,9,PFDN1
6.490480868153567e-6,0.5841995078788504,0.51,0.397,0.12180036397176983,9,TET2
6.641107697277614e-6,0.6292224044895398,0.517,0.413,0.1246270270471117,9,MGAT1
6.8014717625811e-6,0.29829683552342656,0.766,0.657,0.12763641909659693,9,PTP4A2
6.969283578438848e-6,1.052095434553352,0.199,0.114,0.1307855756329834,9,TBC1D7
7.047889632761663e-6,1.2644816273430632,0.065,0.023,0.13226069684840536,9,SLC39A8
7.050873843694117e-6,0.6442352314955073,0.41,0.295,0.1323166985507638,9,STK24
7.362476952936487e-6,1.53820260578709,0.061,0.021,0.1381642424988061,9,BRPF3
7.742321963812923e-6,3.3871987916470063,0.011,0.001,0.14529241397291331,9,CEMIP
8.033591141175958e-6,0.13618366125704817,1,0.997,0.15075837135530804,9,RPS28
8.405172181906206e-6,1.8323871369204938,0.069,0.025,0.15773146116565187,9,OLR1
8.424140503268223e-6,0.8223600793960351,0.241,0.148,0.15808742068433146,9,NAA50
8.56950245778918e-6,0.3730604187568458,0.747,0.639,0.16081528312287177,9,CDV3
8.791037836641622e-6,0.5623821450591727,0.406,0.29,0.16497261604241667,9,RABGEF1
8.851313702757664e-6,0.6537508619229078,0.418,0.304,0.16610375294595034,9,LRRFIP2
9.032501562024848e-6,0.8826308550674737,0.203,0.116,0.1695039243129583,9,CERK
9.220430333113453e-6,0.3992891257342839,0.808,0.737,0.17303059563120707,9,CTSD
1.0282454691502227e-5,0.7312957744468649,0.364,0.258,0.1929605447407308,9,EML4
1.1067170423632039e-5,1.4858305343121396,0.103,0.046,0.20768652016987885,9,ITGAV
1.1126148334389959e-5,1.4458751430076224,0.088,0.036,0.20879329964316198,9,ADAM28
1.1148319110183567e-5,0.8961813273923105,0.245,0.151,0.20920935642170482,9,FNDC3A
1.1410875061513094e-5,0.7554239227815138,0.241,0.148,0.21413648140435473,9,RREB1
1.1781639025197273e-5,1.0915445689857712,0.161,0.086,0.221094237946852,9,CRADD
1.2190631672066276e-5,1.0999550940690557,0.161,0.086,0.22876939395799573,9,ABHD12
1.2613529526002803e-5,0.7552984790730098,0.299,0.199,0.2367054950849686,9,RANBP2
1.262950988719948e-5,1.1967226448744948,0.13,0.064,0.23700538254318543,9,SLC4A7
1.2686051841997158e-5,2.5334875413276334,0.019,0.003,0.23806644886691866,9,FKBP6
1.2754282481379347e-5,2.0389332650229677,0.042,0.012,0.23934686504556482,9,LINC00484
1.2856999098972825e-5,0.86024455186879,0.226,0.136,0.24127444509132404,9,ZFAND2A
1.2863233106801711e-5,0.9950727125975383,0.161,0.086,0.2413914324822409,9,FEM1C
1.3195565641898837e-5,0.8335299127396145,0.249,0.158,0.2476279848358736,9,UBE2Q2
1.3900606010063407e-5,0.7343302144437737,0.379,0.273,0.2608587723848499,9,ZFAND6
1.4078108213612365e-5,1.5403590307592332,0.08,0.032,0.2641897787366496,9,ENSG00000289526
1.415528503248772e-5,0.9101120736142949,0.142,0.071,0.26563807891966457,9,KDM5B
1.4232304800631598e-5,0.6743836368781744,0.506,0.394,0.2670834318886526,9,DUSP6
1.4465162752452326e-5,0.9513847294979498,0.207,0.122,0.2714532442125204,9,ELK3
1.4659777062386e-5,0.24981495490579153,0.954,0.918,0.2751053763527357,9,RPL9
1.477415660261782e-5,1.0741505821723631,0.203,0.12,0.27725182280472604,9,P2RX4
1.480260628994802e-5,1.5084640788550066,0.057,0.019,0.27778570963716454,9,FLT1
1.4947254265556995e-5,3.5472329405878424,0.011,0.001,0.28050017354744256,9,KCTD16
1.504411991286817e-5,3.227482692736351,0.011,0.001,0.2823179542848841,9,ENSG00000249125
1.5157886327456637e-5,2.9453267042133584,0.011,0.001,0.28445289482105124,9,RRM2
1.5181660908237803e-5,0.33216786619031025,0.851,0.795,0.2848990486039906,9,RAC1
1.5223263502564608e-5,2.9160138968016707,0.011,0.001,0.28567976288912744,9,SLCO2B1
1.530850247654083e-5,0.7095384071015647,0.257,0.159,0.28727935747476524,9,DUSP2
1.599407470727427e-5,0.879606136424367,0.307,0.208,0.300144805956709,9,ARPC5L
1.6334223331553002e-5,0.40356142720602506,0.877,0.788,0.30652803503992365,9,NPC2
1.6535514454024767e-5,1.0381907753822137,0.149,0.078,0.3103054642442288,9,NIBAN2
1.708731871590778e-5,2.4628239474055382,0.019,0.003,0.32066062302272536,9,DPYSL3
1.7523478433999715e-5,0.6269537967142852,0.356,0.253,0.32884559629243865,9,RCOR1
1.788720933493014e-5,0.48140390654370147,0.586,0.485,0.335671370379299,9,FOXN3
1.8217742706521357e-5,0.6080058381631406,0.326,0.222,0.34187415963057977,9,ANPEP
1.8947438043886794e-5,1.6907914480334085,0.069,0.026,0.35556762233157957,9,ENSG00000259345
2.0064435681903325e-5,1.5490261193689865,0.077,0.031,0.3765292000065978,9,SPRED2
2.034663997756613e-5,0.904906084614378,0.195,0.114,0.381825045819006,9,MIOS
2.1050164062829362e-5,2.7200256267256506,0.015,0.002,0.39502737880305583,9,CXXC5-AS1
2.142989007657762e-5,2.6734448166887956,0.015,0.002,0.4021533171770556,9,BTG3-AS1
2.1611285765045098e-5,0.9284184586085662,0.169,0.093,0.4055573886668363,9,ZBTB24
2.225206370350281e-5,2.877487325280136,0.023,0.005,0.41758222745993373,9,LINC02964
2.252228614678669e-5,0.3756574876480927,0.686,0.573,0.42265322183059906,9,GSTO1
2.2765799336894075e-5,0.718915439904676,0.23,0.139,0.42722299035615424,9,TSPYL2
2.31898222654928e-5,0.9612509530530329,0.211,0.126,0.4351802046342379,9,RUNX3
2.3704612792939136e-5,0.578653633213922,0.318,0.214,0.4448407636722958,9,SYAP1
2.378242625192758e-5,0.15612459212390206,1,0.998,0.446301011043673,9,S100A6
2.574550960876022e-5,1.6751205006406675,0.077,0.031,0.48314023331799427,9,SNAPC1
2.6008512080525806e-5,0.7143074788816827,0.33,0.229,0.48807573770314727,9,CNOT1
2.602817092680891e-5,0.3670375849516261,0.682,0.571,0.488444655612496,9,GUK1
2.617360904360965e-5,0.3650561785816453,0.709,0.601,0.49117394731237873,9,RAB31
2.7121328167438706e-5,1.4036582476480959,0.069,0.026,0.5089588443901547,9,BAG3
2.8270345725504684e-5,0.5523408341406879,0.433,0.324,0.5305213078848209,9,SFT2D1
2.8485988534895084e-5,0.7029691365156421,0.284,0.185,0.5345680608458412,9,PLEKHF2
2.9132579155746403e-5,0.4535044059294182,0.441,0.324,0.546701980436737,9,CYTIP
3.0140935602272362e-5,3.0448661827233776,0.015,0.002,0.5656247975122431,9,LINC02056
3.037916131722938e-5,2.7780450580203064,0.015,0.002,0.5700953412791265,9,FFAR3
3.068893093672166e-5,0.9305417129567384,0.153,0.082,0.5759084779585186,9,UBASH3B
3.086099144428983e-5,2.5473180566508287,0.015,0.002,0.579137365443543,9,LINC01271
3.163131211766691e-5,1.7985688926927006,0.073,0.029,0.5935932032001373,9,SLC9A7
3.264568479850022e-5,1.1658922197636006,0.115,0.055,0.6126289209286551,9,MAFF
3.363036663728471e-5,0.6296166643935085,0.322,0.219,0.6311074603152849,9,IFNAR2
3.3927886525231374e-5,3.0675978107636555,0.023,0.005,0.6366907185324919,9,SHISAL2A
3.3956012502709214e-5,1.7775235997889935,0.046,0.015,0.6372185306258411,9,ENSG00000287865
3.41680586163514e-5,0.230644954730006,1,0.992,0.6411977879944504,9,IFI30
3.462457813384001e-5,0.7650808766982059,0.291,0.198,0.6497648332596416,9,TUBA1C
3.580741577891877e-5,0.1829504728085931,1,0.979,0.6719619645071897,9,RPS10
3.712473702581071e-5,0.3931863400812916,0.682,0.583,0.6966828150263638,9,EIF4G2
3.780849079601601e-5,0.5333861303292364,0.456,0.347,0.7095141382780364,9,TLE4
3.927145440887142e-5,1.2213213880433318,0.107,0.051,0.7369681134368811,9,HMGB3
4.241900770150692e-5,2.0697411425850727,0.038,0.011,0.7960350985264789,9,DHRS9
4.398968965754291e-5,1.5870314697671155,0.073,0.03,0.8255105161134502,9,GAS2L3
4.405857405584635e-5,2.5940602659985457,0.015,0.002,0.8268032007320125,9,JARID2-DT
4.488132512742268e-5,0.7092187365999826,0.253,0.161,0.842242947341214,9,CWC25
4.66578174014595e-5,2.202356496025292,0.034,0.009,0.875580601355789,9,SLC1A3
4.7902565450374766e-5,2.525138453045664,0.019,0.004,0.8989395432417329,9,LINC00243
5.024321958800245e-5,2.6061286380161732,0.023,0.005,0.942864258788454,9,ENSG00000253557
5.032620407912141e-5,0.1643204220637151,0.973,0.955,0.9444215457487924,9,RPL17
5.059422951233181e-5,2.6063315262045506,0.023,0.005,0.9494513110284187,9,COPS8-DT
5.199111733126331e-5,0.9187726900240252,0.195,0.118,0.9756653078384873,9,TBC1D23
5.491181985438643e-5,0.9479996204225791,0.103,0.049,1,9,HLA-G
5.545343089343991e-5,0.22725600498850573,0.931,0.899,1,9,RPL7
5.594925726647332e-5,1.1483397382203926,0.126,0.066,1,9,ENG
5.608206531771747e-5,0.9216113929016363,0.192,0.114,1,9,HAPSTR1
