p_val,avg_log2FC,pct.1,pct.2,p_val_adj
0.00918931726399489,-2.1841037590057732,0.005,0.054,1
0.00918931726399489,-2.46058066405796,0.005,0.054,1
0.00918931726399489,-2.692946543622098,0.005,0.054,1
0.009190316403788106,-0.8098707553569245,0.293,0.482,1
0.009858484449675051,1.3578412634986838,0.288,0.125,1
0.010067323564900544,-1.197940065732576,0.063,0.179,1
0.010089156801746216,-0.7529094816879122,0.312,0.518,1
0.010120752520138474,-0.19771501790343038,0.995,1,1
0.010212379907268905,0.5873720197139847,0.776,0.643,1
0.010242699401200053,1.4070994858466608,0.283,0.125,1
0.010254809546553948,0.7185291626643884,0.459,0.25,1
0.010276250803962252,1.9741842066193773,0.195,0.054,1
0.010505107930245096,2.293146466921876,0.19,0.054,1
0.010562056134748194,-0.8975914000218761,0.341,0.482,1
0.010562658343472864,1.5525352385737978,0.263,0.107,1
